participantId,trialId,trialOrder,responseId,status,description,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,startTime,endTime
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_abnormal","8","D_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","101","101","9755","9755","2026-02-19T22:46:42.452Z","2026-02-19T22:46:52.207Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_abnormal","8","D_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","9755","9755","2026-02-19T22:46:42.452Z","2026-02-19T22:46:52.207Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_abnormal","8","D_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","9755","9755","2026-02-19T22:46:42.452Z","2026-02-19T22:46:52.207Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_abnormal","8","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":4,""keydown"":8,""keyup"":7,""mousemove"":31,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_normal","9","B_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","4","4","6257","6257","2026-02-19T22:46:52.318Z","2026-02-19T22:46:58.575Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_normal","9","B_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","5","5","6257","6257","2026-02-19T22:46:52.318Z","2026-02-19T22:46:58.575Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_normal","9","B_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","6257","6257","2026-02-19T22:46:52.318Z","2026-02-19T22:46:58.575Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_normal","9","B_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","6257","6257","2026-02-19T22:46:52.318Z","2026-02-19T22:46:58.575Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_normal","9","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":2,""keydown"":4,""keyup"":4,""mousemove"":25,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","break-component","10","","completed","undefined","100.00","undefined","undefined","undefined","undefined","128546","128546","2026-02-19T22:46:58.681Z","2026-02-19T22:49:07.227Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","break-component","10","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodPressure_normal","11","B_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","93","93","7499","7499","2026-02-19T22:49:07.325Z","2026-02-19T22:49:14.824Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodPressure_normal","11","B_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","67","67","7499","7499","2026-02-19T22:49:07.325Z","2026-02-19T22:49:14.824Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodPressure_normal","11","B_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","7499","7499","2026-02-19T22:49:07.325Z","2026-02-19T22:49:14.824Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodPressure_normal","11","B_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","7499","7499","2026-02-19T22:49:07.325Z","2026-02-19T22:49:14.824Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodPressure_normal","11","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":2,""keydown"":3,""keyup"":3,""mousemove"":29,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodGlucose_normal","12","C_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","5.6","5.6","7736","7736","2026-02-19T22:49:14.942Z","2026-02-19T22:49:22.678Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodGlucose_normal","12","C_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","7.2","7.2","7736","7736","2026-02-19T22:49:14.942Z","2026-02-19T22:49:22.678Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodGlucose_normal","12","C_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","7736","7736","2026-02-19T22:49:14.942Z","2026-02-19T22:49:22.678Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodGlucose_normal","12","C_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","7736","7736","2026-02-19T22:49:14.942Z","2026-02-19T22:49:22.678Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodGlucose_normal","12","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":6,""keydown"":7,""keyup"":7,""mousemove"":22,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_normal","13","D_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","138","138","9139","9139","2026-02-19T22:49:22.782Z","2026-02-19T22:49:31.921Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_normal","13","D_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","87","87","9139","9139","2026-02-19T22:49:22.782Z","2026-02-19T22:49:31.921Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_normal","13","D_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","9139","9139","2026-02-19T22:49:22.782Z","2026-02-19T22:49:31.921Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_normal","13","D_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","9139","9139","2026-02-19T22:49:22.782Z","2026-02-19T22:49:31.921Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodPressure_normal","13","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":6,""keydown"":8,""keyup"":7,""mousemove"":29,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","7.8","7.8","8841","8841","2026-02-19T22:49:32.058Z","2026-02-19T22:49:40.899Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","13.1","13.1","8841","8841","2026-02-19T22:49:32.058Z","2026-02-19T22:49:40.899Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","No","No","8841","8841","2026-02-19T22:49:32.058Z","2026-02-19T22:49:40.899Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","No","No","8841","8841","2026-02-19T22:49:32.058Z","2026-02-19T22:49:40.899Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","D_bloodGlucose_abnormal","14","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":4,""keydown"":5,""keyup"":5,""mousemove"":33,""mousedown"":7,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodPressure_abnormal","15","C_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","145","145","7783","7783","2026-02-19T22:49:41.006Z","2026-02-19T22:49:48.789Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodPressure_abnormal","15","C_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","107","107","7783","7783","2026-02-19T22:49:41.006Z","2026-02-19T22:49:48.789Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodPressure_abnormal","15","C_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","7783","7783","2026-02-19T22:49:41.006Z","2026-02-19T22:49:48.789Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodPressure_abnormal","15","C_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","7783","7783","2026-02-19T22:49:41.006Z","2026-02-19T22:49:48.789Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","C_bloodPressure_abnormal","15","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":6,""keydown"":7,""keyup"":8,""mousemove"":25,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_abnormal","16","B_bloodGlucose_abnormal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","10","10","8018","8018","2026-02-19T22:49:48.896Z","2026-02-19T22:49:56.914Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_abnormal","16","B_bloodGlucose_abnormal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","2.5","2.5","8018","8018","2026-02-19T22:49:48.896Z","2026-02-19T22:49:56.914Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_abnormal","16","B_bloodGlucose_abnormal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","No","No","8018","8018","2026-02-19T22:49:48.896Z","2026-02-19T22:49:56.914Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_abnormal","16","B_bloodGlucose_abnormal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","No","No","8018","8018","2026-02-19T22:49:48.896Z","2026-02-19T22:49:56.914Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","B_bloodGlucose_abnormal","16","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":3,""keydown"":6,""keyup"":5,""mousemove"":28,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodPressure_abnormal","17","A_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","147","147","7010","7010","2026-02-19T22:49:57.024Z","2026-02-19T22:50:04.034Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodPressure_abnormal","17","A_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","105","105","7010","7010","2026-02-19T22:49:57.024Z","2026-02-19T22:50:04.034Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodPressure_abnormal","17","A_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","7010","7010","2026-02-19T22:49:57.024Z","2026-02-19T22:50:04.034Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodPressure_abnormal","17","A_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","7010","7010","2026-02-19T22:49:57.024Z","2026-02-19T22:50:04.034Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodPressure_abnormal","17","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":5,""keydown"":6,""keyup"":5,""mousemove"":29,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodGlucose_normal","18","A_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","5.2","5.2","6880","6880","2026-02-19T22:50:04.151Z","2026-02-19T22:50:11.031Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodGlucose_normal","18","A_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","6.3","6.3","6880","6880","2026-02-19T22:50:04.151Z","2026-02-19T22:50:11.031Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodGlucose_normal","18","A_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","6880","6880","2026-02-19T22:50:04.151Z","2026-02-19T22:50:11.031Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodGlucose_normal","18","A_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","6880","6880","2026-02-19T22:50:04.151Z","2026-02-19T22:50:11.031Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","A_bloodGlucose_normal","18","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":4,""keydown"":6,""keyup"":6,""mousemove"":27,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0c3fcf61-1395-444c-b39d-453b977627a2","study-results","19","","completed","undefined","100.00","undefined","undefined","undefined","undefined","6736","6736","2026-02-19T22:50:11.138Z","2026-02-19T22:50:17.874Z"
"0c3fcf61-1395-444c-b39d-453b977627a2","study-results","19","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0ec2e941-7f36-4582-b708-6f69f42e9293","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","introduction","0","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","33548","9769","2026-02-19T17:08:12.620Z","2026-02-19T17:08:46.168Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":10,""scroll"":53,""visibility"":4}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","participant-stats","1","q1-age","in progress","undefined","10.00","undefined","What is your age group?","18-40","undefined","3192","3192","2026-02-19T17:08:46.354Z","2026-02-19T17:08:49.546Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","participant-stats","1","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":3,""mousedown"":3,""mouseup"":3,""resize"":6,""scroll"":2,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodGlucose_normal","2","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodGlucose_normal","2","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodPressure_abnormal","3","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodPressure_abnormal","3","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodGlucose_abnormal","4","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodGlucose_abnormal","4","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodPressure_abnormal","5","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodPressure_abnormal","5","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodGlucose_normal","6","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodGlucose_normal","6","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodPressure_normal","7","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodPressure_normal","7","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodPressure_normal","8","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodPressure_normal","8","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodGlucose_abnormal","9","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodGlucose_abnormal","9","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","break-component","10","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","break-component","10","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodGlucose_abnormal","11","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodGlucose_abnormal","11","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodPressure_abnormal","12","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodPressure_abnormal","12","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodPressure_abnormal","13","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodPressure_abnormal","13","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodGlucose_abnormal","14","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodGlucose_abnormal","14","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodGlucose_normal","15","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","C_bloodGlucose_normal","15","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodGlucose_normal","16","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","A_bloodGlucose_normal","16","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodPressure_normal","17","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","B_bloodPressure_normal","17","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodPressure_normal","18","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","D_bloodPressure_normal","18","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","study-results","19","","in progress","undefined","10.00","undefined","undefined","undefined","undefined","undefined","undefined","1970-01-01T00:00:00.000Z","1969-12-31T23:59:59.999Z"
"0f8c8df2-6d35-4d94-b6c1-6e6c0c4812f7","study-results","19","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"0fb5927a-ea08-4434-9a04-bfaf0eaf9354","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
"20bfa0f7-4795-4c3c-a641-5a5d17fc13f7","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
"233696cd-252c-4305-b548-8432d6056d94","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
